section	year	date	type	content	venue	title	file	source_url
by	2014	2014-10-10	blog-post	full-text	anildash.com	The diversity story no one is telling.	2014--the-diversity-story-no-one-is-telling.md	https://anildash.com/2014/10/10/the-diversity-story-no-one-is-telling/
by	2014	2014-10-10	blog-post	full-text	anildash.com	It’s time for Asian American men to stop being the “Model Minority” in tech.	2014--its-time-to-stop-being-the-model-minority.md	https://anildash.com/2014/10/10/its-time-to-stop-being-the-model-minority/
by	2014	2014-10-09	blog-post	full-text	anildash.com	Beyond the Tyranny of Dad Tweets	2014--beyond-the-tyranny-of-dad-tweets.md	https://anildash.com/2014/10/09/beyond-the-tyranny-of-dad-tweets/
by	2014	2014-10-08	blog-post	full-text	anildash.com	Mo' JOMO	2014--mo-jomo.md	https://anildash.com/2014/10/08/mo-jomo/
by	2014	2014-09-25	blog-post	full-text	anildash.com	15 Lessons from 15 Years of Blogging	2014--15-lessons-from-15-years-of-blogging.md	https://anildash.com/2014/09/25/15-lessons-from-15-years-of-blogging/
by	2014	2014-09-11	blog-post	full-text	anildash.com	Thirteen is Understanding	2014--thirteen-is-understanding.md	https://anildash.com/2014/09/11/thirteen-is-understanding/
by	2014	2014-08-12	blog-post	full-text	anildash.com	The Semiotics of Like	2014--the-semiotics-of-like.md	https://anildash.com/2014/08/11/the-semiotics-of-like/
by	2014	2014-07-25	blog-post	full-text	anildash.com	I Know Times Are Changing	2014--i-know-times-are-changing.md	https://anildash.com/2014/07/25/i-know-times-are-changing/
by	2014	2014-07-24	essay	full-text	Medium (message)	What Is Public?	2014--medium-what-is-public.md	https://medium.com/message/what-is-public-f33b16d780f9
by	2014	2014-06-24	blog-post	full-text	anildash.com	My Favorite Floppy of All Time	2014--my-favorite-floppy-of-all-time.md	https://anildash.com/2014/06/23/my-favorite-floppy-of-all-time/
by	2014	2014-05-13	blog-post	full-text	anildash.com	Let's Do More	2014--lets-do-more.md	https://anildash.com/2014/05/13/lets-do-more/
by	2014	2014-05-09	essay	full-text	Medium (message)	A Bitcoin for Digital Art	2014--medium-a-bitcoin-for-digital-art.md	https://medium.com/message/a-bitcoin-for-digital-art-8c7db719e495
by	2014	2014-04-09	blog-post	full-text	anildash.com	Being Less of a Jerk About Faith	2014--being-less-of-a-jerk-about-faith.md	https://anildash.com/2014/04/09/being-less-of-a-jerk-about-faith/
by	2014	2014-04-08	blog-post	full-text	anildash.com	Rat On The Tracks	2014--rat-on-the-tracks.md	https://anildash.com/2014/04/08/rat-on-the-tracks/
by	2014	2014-04-07	essay	full-text	Medium	One billion dollars later…	2014--medium-one-billion-dollars-later.md	https://medium.com/@anildash/one-billion-dollars-later-c40dd61a2692
by	2014	2014-04-04	blog-post	full-text	anildash.com	Some True Things About Technology	2014--some-true-things-about-technology.md	https://anildash.com/2014/04/04/some-true-things-about-technology/
by	2014	2014-03-16	blog-post	full-text	anildash.com	The Fake Electronics Show	2014--the-fake-electronics-show.md	https://anildash.com/2014/03/15/the-fake-electronics-show/
by	2014	2014-02-26	blog-post	full-text	anildash.com	Talking to Steve Case	2014--talking-to-steve-case.md	https://anildash.com/2014/02/25/talking-to-steve-case/
by	2014	2014-02-21	blog-post	full-text	anildash.com	Here is a thing that happened.	2014--here-is-a-thing-that-happened.md	https://anildash.com/2014/02/21/here-is-a-thing-that-happened/
by	2014	2014-02-12	essay	full-text	Medium (the-web-we-make)	The Year I Didn’t Retweet Men	2014--medium-the-year-i-didnt-retweet-men.md	https://medium.com/the-web-we-make/the-year-i-didnt-retweet-men-79403a7eade1
by	2014	2014-02-12	blog-post	full-text	anildash.com	A checklist of stupid things men will say when they find out I only retweet women	2014--a-checklist-of-stupid-things-men-will-say-when-they-find-out.md	https://anildash.com/2014/02/12/a-checklist-of-stupid-things-men-will-say-when-they-find-out-i-only-retweet-women/
by	2014	2014-02-03	blog-post	full-text	anildash.com	Prince on New Girl	2014--prince-on-new-girl.md	https://anildash.com/2014/02/02/prince-on-new-girl/
by	2014	2014-01-27	blog-post	full-text	anildash.com	One Simple Trick Worked to Improve Headlines, and You Won't Believe What Happened Next	2014--one-simple-trick-worked-to-improve-headlines-and-you-wont-be.md	https://anildash.com/2014/01/27/one-simple-trick-worked-to-improve-headlines-and-you-wont-believe-what-happened-next/
by	2014	2014-01-23	blog-post	full-text	anildash.com	Stupid Simple Things SF Techies Could Do To Stop Being Hated	2014--stupid-simple-things-sf-techies-could-do-to-stop-being-hated.md	https://anildash.com/2014/01/22/stupid-simple-things-sf-techies-could-do-to-stop-being-hated/
by	2014	2014-01-06	essay	full-text	Bloomberg Businessweek	Consumer Electric Show: Live-Blogging CES East, the Best Fake Gadget Show Ever	2014--businessweek-consumer-electric-show.md	http://www.businessweek.com/articles/2014-01-06/consumer-electric-show-live-blogging-ces-east-the-best-fake-gadget-show-ever
by	2014		interview	full-text	Asian American Writers' Workshop (The Margins)	Ashok and Anil Go to the Cafe	2014--aaww-ashok-and-anil-go-to-the-cafe.md	https://aaww.org/ashok-and-anil-go-to-the-cafe/
by	2013	2013-12-14	blog-post	full-text	anildash.com	Feminism, Corruption, Privacy, Remix	2013--feminism-corruption-privacy-remix.md	https://anildash.com/2013/12/13/feminism-corruption-privacy-remix/
by	2013	2013-12-13	blog-post	full-text	anildash.com	Apartheid, Impostors, Toto, Sending, Collection, Biden	2013--apartheid-impostors-toto-sending-collection-biden.md	https://anildash.com/2013/12/13/apartheid-impostors-toto-sending-collection-biden/
by	2013	2013-12-12	blog-post	full-text	anildash.com	Embrace, Fellowship, Charity, Keyboards, Questlove,	2013--embrace-fellowship-charity-keyboards-questlove.md	https://anildash.com/2013/12/12/embrace-fellowship-charity-keyboards-questlove/
by	2013	2013-12-10	blog-post	full-text	anildash.com	Smarter, Albums, Pimp, Upworthy	2013--smarter-albums-pimp-upworthy.md	https://anildash.com/2013/12/10/smarter-albums-pimp-upworthy/
by	2013	2013-12-09	blog-post	full-text	anildash.com	Medium, Beyoncé, Surveillance, Newt	2013--medium-beyonce-surveillance-newt.md	https://anildash.com/2013/12/09/medium-beyonce-surveillance-newt/
by	2013	2013-12-09	blog-post	full-text	anildash.com	Learn to Code Switch Before You Learn to Code	2013--learn-to-code-switch-before-you-learn-to-code.md	https://anildash.com/2013/12/09/learn_to_code_switch_before_you_learn_to_code/
by	2013	2013-12-06	blog-post	full-text	anildash.com	Derby, Mario, Mike, Feed, Gravity	2013--derby-mario-mike-feed-gravity.md	https://anildash.com/2013/12/06/derby-mario-mike-feed-gravity/
by	2013	2013-12-05	blog-post	full-text	anildash.com	3D, Audiences, Drupal, Tumblrs, Structure	2013--3d-audiences-drupal-tumblrs-structure.md	https://anildash.com/2013/12/05/3d-audiences-drupal-tumblrs-structure/
by	2013	2013-12-04	blog-post	full-text	anildash.com	Funk, Salaries, Tip, Medium and Robots	2013--funk-salaries-tip-medium-and-robots.md	https://anildash.com/2013/12/04/funk-salaries-tip-medium-and-robots/
by	2013	2013-12-03	blog-post	full-text	anildash.com	Comets, Planes, Documentaries, Devils and Drones	2013--comets-planes-documentaries-devils-and-drones.md	https://anildash.com/2013/12/03/comets-planes-documentaries-devils-and-drones/
by	2013	2013-11-15	blog-post	full-text	anildash.com	Three Years Under Our Thumbs	2013--three-years-under-our-thumbs.md	https://anildash.com/2013/11/15/three-years-under-our-thumbs/
by	2013	2013-11-08	blog-post	full-text	anildash.com	What I Learned From Twitter's Leaders	2013--what-i-learned-from-twitters-leaders.md	https://anildash.com/2013/11/08/what-i-learned-from-twitters-leaders/
by	2013	2013-10-15	blog-post	full-text	anildash.com	ThinkUp and What the Web Can Be	2013--thinkup-and-what-the-web-can-be.md	https://anildash.com/2013/10/15/thinkup-and-what-the-web-can-be/
by	2013	2013-09-27	blog-post	full-text	anildash.com	XOXO and Reckoning With Nice	2013--xoxo-and-reckoning-with-nice.md	https://anildash.com/2013/09/27/xoxo-and-reckoning-with-nice/
by	2013	2013-09-13	blog-post	full-text	anildash.com	My Meeting with Pax	2013--my-meeting-with-pax.md	https://anildash.com/2013/09/13/my-meeting-with-pax/
by	2013	2013-09-12	blog-post	full-text	anildash.com	Twelve is Trying	2013--twelve-is-trying.md	https://anildash.com/2013/09/11/twelve-is-trying/
by	2013	2013-09-10	blog-post	full-text	anildash.com	NYC's Mayoral Primary: How to Choose	2013--nycs-mayoral-primary-how-to-choose.md	https://anildash.com/2013/09/10/nycs-mayoral-primary-how-to-choose/
by	2013	2013-08-23	blog-post	full-text	anildash.com	What Medium Is	2013--what-medium-is.md	https://anildash.com/2013/08/23/what-medium-is/
by	2013	2013-08-22	blog-post	full-text	anildash.com	Bringing Water to A Town Like Ours	2013--bringing-water-to-a-town-like-ours.md	https://anildash.com/2013/08/22/bringing-water-to-a-town-like-ours/
by	2013	2013-08-09	blog-post	full-text	anildash.com	A Brief History of Apple's iWatch	2013--a-brief-history-of-apples-iwatch.md	https://anildash.com/2013/08/09/a-brief-history-of-apples-iwatch/
by	2013	2013-08-08	blog-post	full-text	anildash.com	Shushers: Wrong about movies. Wrong about the world.	2013--shushers-wrong-about-movies-wrong-about-the-world.md	https://anildash.com/2013/08/08/shushers-wrong-about-movies-wrong-about-the-world/
by	2013	2013-08-08	blog-post	full-text	anildash.com	Respecting Cinema in the Digital Age	2013--respecting-cinema-in-the-digital-age.md	https://anildash.com/2013/08/08/respecting-cinema-in-the-digital-age/
by	2013	2013-08-06	blog-post	full-text	anildash.com	On Location with Foursquare	2013--on-location-with-foursquare.md	https://anildash.com/2013/08/06/on-location-with-foursquare/
by	2013	2013-07-17	blog-post	full-text	anildash.com	10 Rules of Internet	2013--rules-of-internet.md	https://anildash.com/2013/07/17/rules-of-internet/
by	2013	2013-07-10	blog-post	full-text	anildash.com	Silicon Valley on the Middle Class and Unions	2013--silicon-valley-on-the-middle-class.md	https://anildash.com/2013/07/10/silicon-valley-on-the-middle-class/
by	2013	2013-07-03	blog-post	full-text	anildash.com	The Golden Age of RSS	2013--the-golden-age-of-rss.md	https://anildash.com/2013/07/03/the-golden-age-of-rss/
by	2013	2013-06-24	blog-post	full-text	anildash.com	Let's Meet! Or, How To Pursue Serendipity	2013--lets-meet-or-how-to-pursue-serendipity.md	https://anildash.com/2013/06/24/lets-meet-or-how-to-pursue-serendipity/
by	2013	2013-06-20	blog-post	full-text	anildash.com	Five Things Techies Need To Know About Immigration Reform	2013--five-things-techies-need-to-know-about-immigration-reform.md	https://anildash.com/2013/06/20/five-things-techies-need-to-know-about-immigration-reform/
by	2013	2013-06-18	blog-post	full-text	anildash.com	Taking Flights	2013--taking-flights.md	https://anildash.com/2013/06/18/taking-flights/
by	2013	2013-05-20	blog-post	full-text	anildash.com	Where Tumblr Came From	2013--where-tumblr-came-from.md	https://anildash.com/2013/05/20/where-tumblr-came-from/
by	2013	2013-05-07	blog-post	full-text	anildash.com	The Web We Lost, and Other Losses	2013--the-web-we-lost-and-other-losses.md	https://anildash.com/2013/05/07/the-web-we-lost-and-other-losses/
by	2013	2013-05-02	blog-post	full-text	anildash.com	Zuckerberg's FWD: Making Sure They Get It Right	2013--zuckerberg-fwd-pac.md	https://anildash.com/2013/05/02/zuckerberg-fwd-pac/
by	2013	2013-04-29	blog-post	full-text	anildash.com	I like blogging software.	2013--i-like-blogging-software.md	https://anildash.com/2013/04/29/i-like-blogging-software/
by	2013	2013-04-25	blog-post	full-text	anildash.com	Hold The Door Open	2013--hold-the-door-open.md	https://anildash.com/2013/04/25/hold-the-door-open/
by	2013	2013-04-05	blog-post	full-text	anildash.com	How We Lost the Web	2013--harvard.md	https://anildash.com/2013/04/05/harvard/
by	2013	2013-03-28	blog-post	full-text	anildash.com	Ten Tips Guaranteed to Improve Your Startup Success	2013--ten-tips-guaranteed-to-improve-your-startup-success.md	https://anildash.com/2013/03/28/ten-tips-guaranteed-to-improve-your-startup-success/
by	2013	2013-03-19	blog-post	full-text	anildash.com	The Case for User Agent Extremism	2013--the-case-for-user-agent-extremism.md	https://anildash.com/2013/03/19/the-case-for-user-agent-extremism/
by	2013	2013-03-06	blog-post	full-text	anildash.com	The Daily Opportunity Index	2013--the-daily-opportunity-index.md	https://anildash.com/2013/03/06/the-daily-opportunity-index/
by	2013	2013-03-01	blog-post	full-text	anildash.com	What It's Like Being Verified on Twitter	2013--what-its-like-being-verified-on-twitter.md	https://anildash.com/2013/03/01/what-its-like-being-verified-on-twitter/
by	2013	2013-02-04	blog-post	full-text	anildash.com	The World is Getting Better. Quickly.	2013--the-world-is-getting-better-quickly.md	https://anildash.com/2013/02/04/the-world-is-getting-better-quickly/
by	2013	2013-01-25	blog-post	full-text	anildash.com	The Ascendance of Tech Execs	2013--the-ascendance-of-tech-execs.md	https://anildash.com/2013/01/25/the-ascendance-of-tech-execs/
by	2013	2013-01-22	blog-post	full-text	anildash.com	Making the Tech Industry a Force for Good in NYC	2013--making-the-tech-industry-a-force-for-good-in-nyc.md	https://anildash.com/2013/01/22/making-the-tech-industry-a-force-for-good-in-nyc/
by	2013	2013-01-14	blog-post	full-text	anildash.com	Toward Better Conversations	2013--toward-better-conversations.md	https://anildash.com/2013/01/14/toward-better-conversations/
by	2013	2013-01-09	blog-post	full-text	anildash.com	How to Redesign Your App Without Pissing Everybody Off	2013--how-to-redesign-your-app-without-pissing-everybody-off.md	https://anildash.com/2013/01/09/how-to-redesign-your-app-without-pissing-everybody-off/
by	2013	2013-01-08	blog-post	full-text	anildash.com	All Dashboards Should be Feeds	2013--all-dashboards-should-be-feeds.md	https://anildash.com/2013/01/08/all-dashboards-should-be-feeds/
by	2013	2013-01-04	blog-post	full-text	anildash.com	Heaven, Hell, Marvin, Prince and the Party	2013--heaven-hell-marvin-prince-and-the-pious-party.md	https://anildash.com/2013/01/04/heaven-hell-marvin-prince-and-the-pious-party/
by	2012	2012-12-20	blog-post	full-text	anildash.com	Making a Mullet-platform Multiplatform App	2012--making-a-mullet-platform-multiplatform-app.md	https://anildash.com/2012/12/20/making-a-mullet-platform-multiplatform-app/
by	2012	2012-12-18	blog-post	full-text	anildash.com	Rebuilding the Web We Lost	2012--rebuilding-the-web-we-lost.md	https://anildash.com/2012/12/18/rebuilding-the-web-we-lost/
by	2012	2012-12-13	blog-post	full-text	anildash.com	The Web We Lost	2012--the-web-we-lost.md	https://anildash.com/2012/12/13/the-web-we-lost/
by	2012	2012-11-28	blog-post	full-text	anildash.com	Facebook makes it official: You have no say	2012--facebook-makes-it-official-you-have-no-say.md	https://anildash.com/2012/11/28/facebook-makes-it-official-you-have-no-say/
by	2012	2012-11-15	blog-post	full-text	anildash.com	The White House Should Host a Secessionist Beer Summit	2012--the-white-house-should-host-a-secessionist-beer-summit.md	https://anildash.com/2012/11/15/the-white-house-should-host-a-secessionist-beer-summit/
by	2012	2012-11-12	blog-post	full-text	anildash.com	I Do Love Writing Software	2012--i-do-love-writing-software.md	https://anildash.com/2012/11/12/i-do-love-writing-software/
by	2012	2012-10-23	blog-post	full-text	anildash.com	Apple Special Event Liveblog	2012--apple-special-event-liveblog.md	https://anildash.com/2012/10/23/apple-special-event-liveblog/
by	2012	2012-10-19	blog-post	full-text	anildash.com	A Little Bit of Control	2012--a-little-bit-of-control.md	https://anildash.com/2012/10/19/a-little-bit-of-control/
by	2012	2012-10-05	blog-post	full-text	anildash.com	The Blue Collar Coder	2012--the-blue-collar-coder.md	https://anildash.com/2012/10/05/the-blue-collar-coder/
by	2012	2012-09-28	blog-post	full-text	anildash.com	To Less Efficient Startups	2012--to-less-efficient-startups.md	https://anildash.com/2012/09/28/to-less-efficient-startups/
by	2012	2012-09-25	op-ed	full-text	Wired	Saving Android From a Second-Rate Future	2012--wired-saving-android.md	https://www.wired.com/2012/09/reviews-column-saving-android/
by	2012	2012-09-24	blog-post	full-text	anildash.com	What Developers Want	2012--what-developers-want.md	https://anildash.com/2012/09/24/what-developers-want/
by	2012	2012-09-20	blog-post	full-text	anildash.com	Tech Now Has Its Own RIAA. Meesa Scared!	2012--tech-now-has-its-own-riaa.md	https://anildash.com/2012/09/20/tech-now-has-its-own-riaa/
by	2012	2012-09-19	blog-post	full-text	anildash.com	Who benefits from iOS6's crappy maps?	2012--who-benefits-from-ios6s-crappy-maps.md	https://anildash.com/2012/09/19/who-benefits-from-ios6s-crappy-maps/
by	2012	2012-09-16	blog-post	full-text	anildash.com	XOXO: Yancey Strickler - Kickstarter	2012--xoxo-yancey-strickler---kickstarter.md	https://anildash.com/2012/09/16/xoxo-yancey-strickler---kickstarter/
by	2012	2012-09-16	blog-post	full-text	anildash.com	XOXO: Maggie Vail and Jesse Von Doom - CASH Music	2012--xoxo-maggie-vail-and-jesse-von-doom---cash-music.md	https://anildash.com/2012/09/16/xoxo-maggie-vail-and-jesse-von-doom---cash-music/
by	2012	2012-09-16	blog-post	full-text	anildash.com	XOXO: Josh Reich - Simple	2012--xoxo-josh-reich---simple.md	https://anildash.com/2012/09/16/xoxo-josh-reich---simple/
by	2012	2012-09-16	blog-post	full-text	anildash.com	XOXO: Jen Bekman - 20x200	2012--xoxo-jen-bekman---20x200.md	https://anildash.com/2012/09/16/xoxo-jen-bekman---20x200/
by	2012	2012-09-16	blog-post	full-text	anildash.com	XOXO: Jamie Wilkinson - VHX	2012--xoxo-jamie-wilkinson---vhx.md	https://anildash.com/2012/09/16/xoxo-jamie-wilkinson---vhx/
by	2012	2012-09-16	blog-post	full-text	anildash.com	XOXO: Evan Ratliff - The Atavist	2012--xoxo-evan-ratliff---the-atavist.md	https://anildash.com/2012/09/16/xoxo-evan-ratliff---the-atavist/
by	2012	2012-09-16	blog-post	full-text	anildash.com	XOXO: Dan Harmon - Community	2012--xoxo-dan-harmon---community.md	https://anildash.com/2012/09/15/xoxo-dan-harmon---community/
